,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,pet,nir,green,swir16,swir22,NDMI,MNDWI
2466,-29.160278,26.573333,2012-07-17,183.281,617.0,174.5,204.2,12625.0,9802.0,14436.0,12276.5,-0.0669228779424261,-0.1911873916989843
2467,-33.870833,20.003333,2012-07-17,49.252,667.0,65.0,198.6,15207.0,10485.0,13040.0,11003.0,0.0767161114454629,-0.1086078639744947
2468,-29.161667,23.696389,2012-07-18,110.52,281.3,10.0,242.5,7995.0,11014.5,7542.0,7412.0,0.029156207762116,0.01275080054398084
2469,-24.39619444,27.08983333,2012-07-18,208.002,897.0,10.0,178.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2470,-26.905,32.324722,2012-07-18,156.164,482.0,13.0,144.0,14111.0,8782.5,11114.0,9035.0,0.1188107036669965,-0.1171814138164998
2471,-30.398056,30.601944,2012-07-18,76.938,329.5,10.0,137.7,15720.5,9016.5,12057.5,9593.0,0.131866945064439,-0.1443010344500325
2472,-30.27402,30.69602,2012-07-18,174.617,692.0,10.0,136.7,14500.0,9830.0,13839.0,11672.0,0.0233247468153427,-0.1693776669905776
2473,-27.169444,29.233889,2012-07-18,205.818,449.0,14.0,148.5,14938.0,11437.0,19864.0,15931.5,-0.1415435894488818,-0.2692246254113278
2474,-26.861111,28.884722,2012-07-18,174.002,576.0,134.0,152.7,19031.0,15834.0,22779.0,20626.0,-0.0896436259268115,-0.1798617046072561
2475,-28.69485,28.23487,2012-07-18,107.722,297.2,18.0,155.40001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2476,-29.615556,27.065278,2012-07-18,94.76533333,286.85,10.0,190.7,12021.0,10252.0,13124.5,11832.5,-0.0438845916764429,-0.1228798151990241
2477,-28.883333,27.89,2012-07-18,84.515,237.0,14.0,162.7,11721.0,9556.5,12718.5,10920.5,-0.0408150739581413,-0.1419528619528613
2478,-34.02861,22.22222,2012-07-18,15.112,264.7,10.0,156.6,13449.5,8565.0,10850.5,9200.5,0.1069547325102876,-0.1177152275244
2479,-34.405833,19.600556,2012-07-18,13.332,764.0,10.0,168.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2480,-30.160091,27.40124,2012-07-19,61.321,186.2,17.0,184.1,12489.0,10112.0,14121.0,12567.5,-0.0613303269447573,-0.1654355630751448
2481,-30.336111,27.359444,2012-07-19,57.314,189.2,19.0,185.8,9018.0,9763.0,8296.0,7978.0,0.0417003580917174,0.01275080054398084
2482,-30.830556,26.921389,2012-07-20,72.15,200.3,17.0,197.7,9794.5,9276.0,9437.0,9075.0,0.0185892936068428,-0.0086036445251963
2483,-29.658056,25.973333,2012-07-20,304.425,816.0,18.0,213.6,11938.5,9543.0,12674.0,10634.5,-0.0298831894362619,-0.1409281181077547
2484,-31.000833,26.353056,2012-07-20,219.903,545.0,68.0,207.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2485,-30.679722,26.7125,2012-07-20,87.727,228.0,21.0,205.2,8975.5,9937.0,8033.5,7918.0,0.0553824445881588,0.01275080054398084
2486,-28.460833,21.248889,2012-07-20,143.3,600.0,10.0,258.2,13564.0,9716.0,11394.5,9714.0,0.0869242943285851,-0.0795101963477886
2487,-29.803611,30.516111,2012-07-20,112.371,382.0,10.0,132.3,12298.0,9441.0,14395.0,12957.0,-0.0785599220769487,-0.2078368853834527
2488,-31.5653,18.3306,2012-07-21,6.237,221.5,12.0,226.8,12881.0,9773.0,16815.0,14565.0,-0.1324757543103444,-0.2648563261621774
2489,-24.679167,30.8025,2012-07-23,97.477,216.6,10.0,131.7,13212.5,9804.5,16096.0,14959.5,-0.0983844277257447,-0.2429103685257032
2490,-25.99136,27.84208,2012-07-23,102.508,459.0,98.0,163.40001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2491,-26.880278,26.965,2012-07-23,257.324,798.0,48.0,175.40001,13889.5,9824.0,16857.0,13120.0,-0.0965150504935518,-0.2635958172482281
2492,-26.98472222,26.63227778,2012-07-23,214.345,1121.0,18.0,183.7,13516.0,10199.0,16056.5,13502.5,-0.0859075154281846,-0.2230961131953296
2493,-33.31388889,19.07472222,2012-07-23,11.281,141.8,10.0,220.3,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2494,-24.183889,30.823889,2012-07-24,196.283,566.0,10.0,148.0,13520.5,9747.0,13302.5,11431.5,0.0081273533907467,-0.1542549729929059
2495,-26.861111,28.884722,2012-07-24,174.798,575.0,134.0,152.7,19031.0,15834.0,22779.0,20626.0,-0.0896436259268115,-0.1798617046072561
2496,-26.970278,27.211111,2012-07-24,142.805,686.0,158.0,173.8,8303.0,8856.5,7922.0,7676.0,0.0234822804314328,0.01275080054398084
2497,-27.802778,28.768333,2012-07-24,134.799,320.3,11.0,150.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2498,-28.69485,28.23487,2012-07-24,124.46,403.0,11.0,155.40001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2499,-33.501667,21.624167,2012-07-24,39.5,265.4,14.0,195.5,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2500,-29.161667,23.696389,2012-07-25,106.435,293.3,10.0,242.5,3992.5,5365.5,3806.5,3709.5,0.0238492114373634,0.01275080054398084
2501,-25.81048333,27.90955222,2012-07-25,129.378,605.0,10.0,166.5,12316.0,10092.0,13560.0,11634.5,-0.0480754366980984,-0.1466260781329268
2502,-24.034167,31.123611,2012-07-25,210.656,630.0,20.0,143.0,13632.0,9706.0,12303.5,9550.5,0.0512232268512268,-0.1180172198368881
2503,-29.380556,30.2775,2012-07-25,39.598,107.6,10.0,132.0,10807.0,9140.0,13850.5,13383.0,-0.1234310047652839,-0.2048889758813414
2504,-28.058889,30.373611,2012-07-25,123.976,479.0,80.0,143.8,13596.5,9988.5,15201.0,12438.5,-0.0557166420696239,-0.2069314595367109
2505,-29.641944,30.6875,2012-07-26,55.867,297.6,10.0,135.1,12086.0,9034.0,12299.0,10460.0,-0.0087348779987697,-0.1530492663947867
2506,-31.860278,18.6875,2012-07-26,5.043,92.2,10.0,235.40001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2507,-27.5275,30.858056,2012-07-26,53.793,132.9,10.0,136.1,10667.5,9341.5,12550.0,12485.0,-0.0810810810810807,-0.1465637347829059
2508,-29.380556,30.2775,2012-07-26,25.165,109.8,10.0,132.0,10807.0,9140.0,13850.5,13383.0,-0.1234310047652839,-0.2048889758813414
2509,-27.00222,28.76528,2012-07-26,192.174,474.0,15.0,154.2,11870.0,9768.0,15368.5,12471.0,-0.1284395249371289,-0.2228034929286089
2510,-26.648056,27.089444,2012-07-26,249.814,693.0,10.0,171.8,13945.0,10491.0,18105.5,14788.5,-0.1298107673827237,-0.2662738447012737
2511,-29.758889,30.935278,2012-07-27,47.93,368.4,10.0,132.5,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2512,-30.27402,30.69602,2012-07-28,129.285,620.0,42.0,136.7,14500.0,9830.0,13839.0,11672.0,0.0233247468153427,-0.1693776669905776
2513,-27.01011111,26.69808333,2012-07-30,199.782,661.0,10.0,184.40001,10633.5,8869.0,10258.5,9185.0,0.017949454336588,-0.0726440988106126
2514,-26.648056,27.089444,2012-07-30,256.524,696.0,10.0,171.8,13945.0,10491.0,18105.5,14788.5,-0.1298107673827237,-0.2662738447012737
2515,-26.880278,26.965,2012-07-30,257.359,793.0,174.0,175.40001,13889.5,9824.0,16857.0,13120.0,-0.0965150504935518,-0.2635958172482281
2516,-26.98472222,26.63227778,2012-07-30,206.427,1132.0,18.0,183.7,13516.0,10199.0,16056.5,13502.5,-0.0859075154281846,-0.2230961131953296
2517,-31.554722,29.245556,2012-07-30,86.798,276.7,10.0,134.90001,16404.0,9948.0,15700.0,11997.0,0.0219287316222276,-0.2242669993761688
2518,-33.38056,19.30167,2012-07-30,31.832,312.2,38.0,208.3,12477.5,9641.0,11418.0,10098.0,0.0443388922600487,-0.0843819744527276
2519,-25.127778,27.628889,2012-07-31,148.642,725.0,163.0,178.2,14013.0,10564.0,17917.5,15109.0,-0.1222812044910035,-0.2581851377209759
2520,-25.20639,27.558,2012-07-31,170.204,771.0,21.0,176.5,18619.0,13866.0,19875.5,17563.5,-0.0326410266401692,-0.1781041151104717
2521,-26.861111,28.884722,2012-07-31,169.411,590.0,134.0,152.7,19031.0,15834.0,22779.0,20626.0,-0.0896436259268115,-0.1798617046072561
2522,-26.970278,27.211111,2012-07-31,132.284,626.0,129.0,173.8,8303.0,8856.5,7922.0,7676.0,0.0234822804314328,0.01275080054398084
2523,-26.73806,27.59194,2012-07-31,132.03,563.0,17.0,165.90001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2524,-26.45,28.085833,2012-07-31,105.746,642.0,47.0,160.7,17054.0,11349.0,20740.0,16377.0,-0.0975287082605702,-0.2926548038268556
2525,-31.104278,29.399722,2012-07-31,101.576,197.8,10.0,141.3,11651.0,8984.0,11074.5,9456.0,0.0253679787023386,-0.104220156043572
2526,-24.39619444,27.08983333,2012-01-08,208.479,903.0,10.0,178.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2527,-27.169444,29.233889,2012-01-08,214.078,476.0,13.0,148.5,14938.0,11437.0,19864.0,15931.5,-0.1415435894488818,-0.2692246254113278
2528,-28.141944,26.417778,2012-01-08,292.096,582.0,10.0,197.6,12939.0,9406.5,15040.5,12382.0,-0.0751085616254755,-0.2304577248742167
2529,-28.1175,26.719444,2012-01-08,168.059,1218.0,88.0,191.7,12548.0,9924.0,14590.5,12144.5,-0.0752620815446687,-0.1903567276509813
2530,-33.13083,18.86278,2012-01-08,29.033,284.7,36.0,216.0,12049.0,9654.0,9003.5,8077.0,0.1446621541384627,0.01275080054398084
2531,-28.75,30.442778,2012-02-08,100.893,237.4,10.0,151.6,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2532,-29.161667,30.629722,2012-02-08,45.268,108.9,10.0,129.3,12273.0,9665.0,15261.0,14295.0,-0.1085203748093262,-0.2245045334189191
2533,-27.00222,28.76528,2012-02-08,204.439,487.0,12.0,154.2,11870.0,9768.0,15368.5,12471.0,-0.1284395249371289,-0.2228034929286089
2534,-26.648056,27.089444,2012-02-08,215.404,697.0,12.0,171.8,13945.0,10491.0,18105.5,14788.5,-0.1298107673827237,-0.2662738447012737
2535,-27.398611,26.614722,2012-02-08,290.616,964.0,173.0,192.90001,13577.0,9189.0,12710.0,10519.0,0.0329820823981434,-0.1607835974245392
2536,-28.376944,24.303056,2012-02-08,240.744,1375.0,10.0,231.8,12279.0,10098.0,14506.0,12644.0,-0.0831435504946795,-0.1791578605104853
2537,-27.671111,27.236944,2012-03-08,188.063,487.0,10.0,181.8,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2538,-28.735556,29.820556,2012-04-08,38.855,105.9,10.0,151.2,14714.5,9272.5,12478.0,9938.0,0.0822469430909255,-0.147375922392588
2539,-28.760833,17.730278,2012-05-08,164.034,670.0,11.0,251.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2540,-25.99136,27.84208,2012-06-08,91.286,467.0,121.0,163.40001,12086.5,9613.5,15111.0,13706.5,-0.1112050739957712,-0.2223503003094088
2541,-26.970278,27.211111,2012-06-08,104.373,591.0,72.0,173.8,9872.0,9824.0,9109.0,8584.0,0.0401980928296715,0.01275080054398084
2542,-33.818056,19.694722,2012-06-08,22.8,318.5,12.0,210.2,11392.0,8999.0,10125.5,8997.0,0.0588590682003018,-0.0589035007451172
2543,-27.01011111,26.69808333,2012-07-08,122.954,694.0,10.0,184.40001,11765.0,9940.0,11072.0,9754.5,0.0303454919647938,-0.0538739767751758
2544,-29.641944,30.6875,2012-07-08,68.186,338.7,36.0,135.1,11615.0,9252.0,11476.0,9957.5,0.0060196613399159,-0.1072944808954066
2545,-28.735556,29.820556,2012-07-08,34.995,102.4,10.0,151.2,14714.5,9272.5,12478.0,9938.0,0.0822469430909255,-0.147375922392588
2546,-26.880278,26.965,2012-07-08,266.532,795.0,187.0,175.40001,13898.5,10749.0,17607.5,14204.0,-0.117723608201612,-0.2418669440868928
2547,-26.98472222,26.63227778,2012-07-08,251.523,1084.0,18.0,183.7,14718.5,11032.5,17442.0,14866.0,-0.08468462865938,-0.2250961386503706
2548,-27.398611,26.614722,2012-07-08,253.93,960.0,173.0,192.90001,14804.5,10419.0,14497.0,12355.5,0.0104943432930054,-0.163669930968052
2549,-34.075556,20.145556,2012-07-08,25.896,484.0,10.0,195.2,15717.5,9898.0,14863.0,11809.0,0.0279426431876521,-0.2005169419651864
2550,-25.45963889,28.26430556,2012-07-08,185.054,761.0,82.0,167.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2551,-28.338333,31.373611,2012-07-08,134.886,357.0,10.0,136.3,11693.0,9831.0,11273.5,10277.5,0.0182657348747087,-0.0683503518207014
2552,-28.068333,31.55,2012-07-08,87.415,220.3,10.0,144.90001,13255.0,9952.5,15513.5,13886.0,-0.0785060048316732,-0.2183695908269841
2553,-25.57877778,29.12747222,2012-07-08,51.733,575.0,10.0,161.40001,12259.5,9938.0,12736.0,11384.0,-0.0190634314176551,-0.1234012525359437
2554,-25.81048333,27.90955222,2012-08-08,140.013,619.0,10.0,166.5,12239.5,9890.5,12834.5,11085.5,-0.0237297599106643,-0.1295489548954889
2555,-28.44555556,32.325,2012-10-31,88.807,291.6,10.0,136.2,16928.5,10391.5,15007.0,12099.0,0.0601681514302263,-0.1817233301179196
2556,-26.861111,28.884722,2012-08-08,182.12,621.0,134.0,152.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2557,-26.45,28.085833,2012-08-08,108.942,666.0,47.0,160.7,17054.0,11349.0,20740.0,16377.0,-0.0975287082605702,-0.2926548038268556
2558,-27.273889,28.49,2012-09-08,55.714,111.6,10.0,157.5,9930.0,9266.0,9083.0,8277.0,0.0445484668384787,0.0099732955474412
2559,-27.802778,28.768333,2012-09-08,94.401,305.0,17.0,150.7,11278.5,10205.0,12132.0,10573.5,-0.0364579996155569,-0.0862694184536863
2560,-27.00222,28.76528,2012-10-08,192.483,469.0,10.0,154.2,11870.0,9768.0,15368.5,12471.0,-0.1284395249371289,-0.2228034929286089
2561,-27.02314,28.59389,2012-10-08,157.467,541.0,12.0,157.0,10713.5,9542.0,11154.0,9842.0,-0.0201440493883616,-0.0778894472361805
2562,-26.648056,27.089444,2012-10-08,215.032,698.0,11.0,171.8,13945.0,10491.0,18105.5,14788.5,-0.1298107673827237,-0.2662738447012737
2563,-27.573056,24.746389,2012-10-08,180.8,830.0,19.0,221.3,9788.0,8760.0,10618.0,9977.0,-0.0406743114770163,-0.0958819279595412
2564,-34.065833,20.404167,2012-12-08,33.182,512.0,10.0,193.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2565,-27.01011111,26.69808333,2012-08-13,121.008,675.0,24.0,184.40001,11765.0,9940.0,11072.0,9754.5,0.0303454919647938,-0.0538739767751758
2566,-29.7775,29.470833,2012-08-13,25.08,81.5,10.0,136.1,13325.5,9813.0,16401.5,14026.5,-0.1034749554277253,-0.2513303705964247
2567,-29.987778,29.851667,2012-08-13,37.397,107.7,10.0,135.90001,12826.0,9240.0,12866.0,10791.0,-0.0015569048731122,-0.164027865737808
2568,-29.744167,29.905833,2012-08-13,37.475,104.3,10.0,140.6,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2569,-26.880278,26.965,2012-08-13,261.754,805.0,187.0,175.40001,13898.5,10749.0,17607.5,14204.0,-0.117723608201612,-0.2418669440868928
2570,-26.98472222,26.63227778,2012-08-13,237.531,1127.0,18.0,183.7,14718.5,11032.5,17442.0,14866.0,-0.08468462865938,-0.2250961386503706
2571,-25.127778,27.628889,2012-08-14,231.942,761.0,163.0,178.2,14374.0,10508.0,18411.5,15542.0,-0.1231489530432657,-0.2732931067272938
2572,-24.39619444,27.08983333,2012-08-14,221.399,922.0,21.0,178.7,12806.0,9989.5,13646.5,11393.0,-0.0317739344107361,-0.1547216111017086
2573,-24.69514,27.40906,2012-08-14,225.878,907.0,154.0,178.7,13764.5,10107.0,13978.5,11842.0,-0.0077136574991889,-0.1607398642336669
2574,-25.73411,27.21422,2012-08-14,7.688,53.7,10.0,167.3,13672.0,10108.0,15792.0,13121.0,-0.0719522128699427,-0.2194594594594586
2575,-26.03611,30.99778,2012-08-14,91.865,238.5,10.0,144.3,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2576,-27.363611,31.783333,2012-08-14,354.122,830.0,10.0,138.90001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2577,-26.73806,27.59194,2012-08-14,219.695,621.0,144.0,165.90001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2578,-26.45,28.085833,2012-08-14,131.58,657.0,47.0,160.7,17054.0,11349.0,20740.0,16377.0,-0.0975287082605702,-0.2926548038268556
2579,-27.273889,28.49,2012-08-14,44.149,107.45,55.0,157.5,9930.0,9266.0,9083.0,8277.0,0.0445484668384787,0.0099732955474412
2580,-29.160278,26.573333,2012-08-14,164.156,605.0,174.5,204.2,12625.0,9802.0,14436.0,12276.5,-0.0669228779424261,-0.1911873916989843
2581,-34.250556,20.9925,2012-08-14,50.64,1395.0,10.0,181.5,11170.0,8230.0,9770.0,8573.0,0.0668576886341926,-0.0855555555555551
2582,-33.897778,20.012778,2012-08-14,25.83,259.0,16.0,198.5,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2583,-25.20639,27.558,2012-08-15,172.801,736.0,37.0,176.5,13104.5,10096.0,12670.0,11198.5,0.0168577469980018,-0.1130633400685227
2584,-25.49037,30.6986,2012-08-15,134.225,693.0,13.0,138.5,12414.0,9927.0,13314.0,11601.5,-0.0349813432835819,-0.1457338324512708
2585,-30.398056,30.601944,2012-08-15,29.88,236.5,42.0,137.7,15720.5,9016.5,12057.5,9593.0,0.131866945064439,-0.1443010344500325
2586,-30.27402,30.69602,2012-08-15,72.755,449.0,33.0,136.7,14500.0,9830.0,13839.0,11672.0,0.0233247468153427,-0.1693776669905776
2587,-27.169444,29.233889,2012-08-15,184.071,469.0,17.0,148.5,14938.0,11437.0,19864.0,15931.5,-0.1415435894488818,-0.2692246254113278
2588,-27.3,28.586944,2012-08-15,139.356,340.0,10.0,156.7,14591.0,10666.0,17908.0,15331.0,-0.102064678913197,-0.2534471897529213
2589,-29.033333,23.983333,2012-08-15,161.718,1149.0,10.0,236.2,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2590,-28.69485,28.23487,2012-08-15,168.204,415.0,12.0,155.40001,6304.0,4584.0,5474.5,4503.5,0.0704249267733576,-0.0885320872893563
2591,-29.615556,27.065278,2012-08-15,111.445,347.0,23.0,190.7,12342.5,10202.0,13969.5,12585.0,-0.0618349042262083,-0.1558653786484076
2592,-28.883333,27.89,2012-08-15,97.272,262.1,20.0,162.7,15026.0,9744.0,12860.0,11680.0,0.077673384494011,-0.13785170766236
2593,-34.405833,19.600556,2012-08-15,53.807,1055.0,33.0,168.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2594,-25.447222,30.711667,2012-08-15,44.011,151.1,10.0,141.3,12316.5,9776.0,13044.0,11087.5,-0.0286863429348789,-0.1432077125328653
2595,-30.13573889,30.67422222,2012-08-16,32.655,155.7,10.0,137.40001,11768.5,9897.0,10643.0,9988.0,0.0502197532516786,-0.0363193768257057
2596,-26.648056,27.089444,2012-08-16,217.832,683.0,12.0,171.8,13945.0,10491.0,18105.5,14788.5,-0.1298107673827237,-0.2662738447012737
2597,-27.902778,24.615556,2012-08-16,187.5695,1013.5,10.0,229.7,14493.5,10847.0,17966.0,15010.0,-0.1069794667200662,-0.247075972651233
2598,-30.160091,27.40124,2012-08-16,63.841,182.2,17.0,184.1,12693.0,10335.0,15351.0,13304.0,-0.094779632006846,-0.1952814762905855
2599,-30.336111,27.359444,2012-08-16,57.581,176.1,18.0,185.8,9273.0,9923.0,8246.0,8026.0,0.0586220674696041,0.01275080054398084
2600,-30.830556,26.921389,2012-08-17,77.51,184.4,29.0,197.7,10362.0,9657.0,9697.5,9190.0,0.0331264488147758,-0.0020925366193908
2601,-29.658056,25.973333,2012-08-17,275.685,777.0,10.0,213.6,11938.5,9543.0,12674.0,10634.5,-0.0298831894362619,-0.1409281181077547
2602,-31.000833,26.353056,2012-08-17,231.75,614.0,53.0,207.0,12277.0,9856.0,13599.0,11538.0,-0.0510898129540885,-0.1595821786399481
2603,-30.679722,26.7125,2012-08-17,72.458,197.9,14.0,205.2,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2604,-29.803611,30.516111,2012-08-17,112.259,464.0,10.0,132.3,12298.0,9441.0,14395.0,12957.0,-0.0785599220769487,-0.2078368853834527
2605,-28.760833,17.730278,2012-08-18,173.226,668.0,10.0,251.7,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2606,-22.43772222,31.07805556,2012-08-19,96.904,264.4,13.0,157.2,14309.0,10489.5,14247.5,11599.0,0.0021536252692031,-0.1519181792456637
2607,-24.679167,30.8025,2012-08-20,97.034,218.9,10.0,131.7,13212.5,9804.5,16096.0,14959.5,-0.0983844277257447,-0.2429103685257032
2608,-25.99136,27.84208,2012-08-20,125.113,468.0,95.0,163.40001,12086.5,9613.5,15111.0,13706.5,-0.1112050739957712,-0.2223503003094088
2609,-30.27402,30.69602,2012-08-20,114.117,557.0,12.0,136.7,14500.0,9830.0,13839.0,11672.0,0.0233247468153427,-0.1693776669905776
2610,-26.880278,26.965,2012-08-20,220.734,799.0,149.0,175.40001,13898.5,10749.0,17607.5,14204.0,-0.117723608201612,-0.2418669440868928
2611,-26.98472222,26.63227778,2012-08-20,221.38,1075.0,18.0,183.7,14718.5,11032.5,17442.0,14866.0,-0.08468462865938,-0.2250961386503706
2612,-33.7075,18.97444444,2012-08-20,7.424,114.0,52.0,214.3,5532.0,4188.0,4366.5,3983.5,0.1177451128958921,-0.0208662107662631
2613,-24.183889,30.823889,2012-08-21,213.316,604.0,10.0,148.0,13520.5,9747.0,13302.5,11431.5,0.0081273533907467,-0.1542549729929059
2614,-29.380556,30.2775,2012-08-21,16.794,109.4,10.0,132.0,10807.0,9140.0,13850.5,13383.0,-0.1234310047652839,-0.2048889758813414
2615,-26.45,28.085833,2012-08-21,144.29,659.0,47.0,160.7,17054.0,11349.0,20740.0,16377.0,-0.0975287082605702,-0.2926548038268556
2616,-33.464444,18.740556,2012-08-21,143.406,1482.0,65.0,214.3,18025.0,9550.5,13095.5,10180.0,0.1584004113044451,-0.1565397862757213
2617,-25.45963889,28.26430556,2012-08-21,245.332,777.0,82.0,167.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2618,-25.81048333,27.90955222,2012-08-22,262.586,612.0,10.0,166.5,12239.5,9890.5,12834.5,11085.5,-0.0237297599106643,-0.1295489548954889
2619,-24.058889,31.237222,2012-08-22,234.99,754.0,22.0,145.1,14346.0,10371.0,14591.0,12696.5,-0.0084666689705221,-0.1690569665892149
2620,-27.169444,29.233889,2012-08-22,278.433,482.0,10.0,148.5,14938.0,11437.0,19864.0,15931.5,-0.1415435894488818,-0.2692246254113278
2621,-27.273889,28.49,2012-08-22,42.226,116.7,10.0,157.5,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2622,-27.802778,28.768333,2012-08-22,131.851,310.4,12.0,150.7,11278.5,10205.0,12132.0,10573.5,-0.0364579996155569,-0.0862694184536863
2623,-28.058889,30.373611,2012-08-22,125.392,697.0,80.0,143.8,13744.0,10609.0,15522.5,12752.5,-0.0607691387764165,-0.1880297724967943
2624,-29.161667,23.696389,2012-08-23,108.381,258.1,10.0,242.5,8372.5,10982.0,7718.0,7656.0,0.0406761753829897,0.01275080054398084
2625,-28.7115,24.07288889,2012-08-23,180.196,947.0,10.0,236.0,13237.0,10442.5,14208.5,12437.0,-0.035397423985717,-0.1527727069895738
2626,-31.860278,18.6875,2012-08-23,5.0,119.2,11.0,235.40001,12651.5,9489.0,11565.5,10039.5,0.044844530701573,-0.0986249970315129
2627,-27.937778,31.209444,2012-08-23,57.748,247.0,15.0,139.7,12445.0,10274.0,13849.0,11971.5,-0.0533962120635884,-0.1481988144094841
2628,-26.648056,27.089444,2012-08-23,298.914,695.0,10.0,171.8,13945.0,10491.0,18105.5,14788.5,-0.1298107673827237,-0.2662738447012737
2629,-29.1825,23.575556,2012-08-23,110.777,292.0,76.0,242.40001,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2630,-34.031944,22.053333,2012-08-23,8.378,379.0,10.0,162.2,12478.0,8860.0,11428.0,9920.0,0.0439220279427756,-0.1265772870662454
2631,-34.02861,22.22222,2012-08-23,48.249,1246.0,10.0,156.6,6696.0,4461.5,5222.5,4454.0,0.1236313294458184,-0.0785832300702181
2632,-23.838611,31.640833,2012-08-24,163.055,492.0,13.0,148.8,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293
2633,-32.502778,19.535833,2012-08-24,5.0,91.0,10.0,237.5,13753.5,10639.0,14921.0,12916.5,-0.040715618406598,-0.1675273865414704
2634,-29.380556,30.2775,2012-08-26,25.739,89.6,10.0,132.0,10807.0,9140.0,13850.5,13383.0,-0.1234310047652839,-0.2048889758813414
2635,-29.641944,30.6875,2012-08-27,68.102,273.6,10.0,135.1,14758.5,9348.5,12575.5,9926.0,0.0798639057583958,-0.1471902937420172
2636,-29.758889,30.935278,2012-08-27,72.262,285.4,14.0,132.5,13270.0,8409.0,9553.0,8348.0,0.1628620251500672,-0.0636900122480789
2637,-27.01011111,26.69808333,2012-08-28,235.226,688.0,10.0,184.40001,11765.0,9940.0,11072.0,9754.5,0.0303454919647938,-0.0538739767751758
2638,-25.127778,27.628889,2012-08-28,261.622,717.0,163.0,178.2,14374.0,10508.0,18411.5,15542.0,-0.1231489530432657,-0.2732931067272938
2639,-25.20639,27.558,2012-08-28,195.01,727.0,10.0,176.5,13104.5,10096.0,12670.0,11198.5,0.0168577469980018,-0.1130633400685227
2640,-24.69514,27.40906,2012-08-28,253.089,904.0,130.0,178.7,13764.5,10107.0,13978.5,11842.0,-0.0077136574991889,-0.1607398642336669
2641,-28.747778,31.745833,2012-08-28,83.165,281.2,10.0,139.6,14110.0,10253.0,16205.0,13754.5,-0.069107702457529,-0.2249603144606538
2642,-26.970278,27.211111,2012-08-28,138.241,654.0,90.0,173.8,9872.0,9824.0,9109.0,8584.0,0.0401980928296715,0.01275080054398084
2643,-26.880278,26.965,2012-08-28,263.51,799.0,149.0,175.40001,13898.5,10749.0,17607.5,14204.0,-0.117723608201612,-0.2418669440868928
2644,-26.45,28.085833,2012-08-28,138.46,663.0,47.0,160.7,15128.0,10436.0,17355.5,13871.0,-0.0685732756630287,-0.2489790043718394
2645,-26.98472222,26.63227778,2012-08-28,267.506,1060.0,18.0,183.7,14718.5,11032.5,17442.0,14866.0,-0.08468462865938,-0.2250961386503706
2646,-30.86013889,29.07125,2012-08-28,53.173,215.1,10.0,147.2,11535.0,10596.5,11711.0,10362.0,-0.0075711950443086,-0.0499607755239267
